,message,label,bow_results,sc_results
141,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,1,0,0
142,"K, can that happen tonight?",0,0,0
143,K go and sleep well. Take rest:-).,0,0,0
144,I don know account details..i will ask my mom and send you.my mom is out of reach now.,0,0,0
145,How is your schedule next week? I am out of town this weekend.,0,0,0
146,"Miss ya, need ya, want ya, love ya.",0,0,0
147,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,0,0,0
148,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,0,0,0
149,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",1,0,0
150,You bad girl. I can still remember them,0,0,0
151,How much i gave to you. Morning.,0,0,0
152,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",0,0,0
153,I'm in class. Did you get my text.,0,0,0
154,"Aight, I'll ask a few of my roommates",0,0,0
155,"\Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry\""""",0,0,0
156,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,0,0,0
157,Well i will watch shrek in 3D!!B),0,0,0
158,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,0,0,0
159,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",1,0,0
160,What time is ur flight tmr?,0,0,0
161,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,0,0,0
162,Then cant get da laptop? My matric card wif Ì_ lei... ,0,0,0
163,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",1,0,0
164,Or Ì_ go buy wif him then i meet Ì_ later can?,0,0,0
165,Today my system sh get ready.all is well and i am also in the deep well,0,0,0
166,"Aight, I'll text you when I'm back",0,0,0
167,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,1,0,0
168,I AM AT A PARTY WITH ALEX NICHOLS,0,0,0
169,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,1,1,1
170,"Sorry, I can't help you on this.",0,0,0
171,I love working from home :),0,0,0
172,ELLO BABE U OK?,0,0,0
173,No current and food here. I am alone also,0,0,0
174,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!",0,0,0
175,Hope you are having a great day.,0,0,0
176,The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do,0,0,0
177,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex,0,0,0
178,Can Ì_ call me at 10:10 to make sure dat i've woken up...,0,0,0
179,Oh ic. I thought you meant mary jane.,0,0,0
180,"Aight I'll grab something to eat too, text me when you're back at mu",0,0,0
181,Reply to win å£100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,1,0,0
182,Shhhhh nobody is supposed to know!,0,0,0
183,No calls..messages..missed calls,0,0,0
184,Eh den sat u book e kb liao huh...,0,0,0
