,message,label,bow_results,sc_results
51,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,0,0,0
52,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,0,0,0
53,Whom you waited for yesterday,0,0,0
54,You have 1 new message. Please call 08718738034.,1,1,1
55,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",1,0,0
56,"&lt;#&gt; , that's all? Guess that's easy enough",0,0,0
57,In which place do you want da.,0,0,0
58,Am surfing online store. For offers do you want to buy any thing.,0,0,0
59,Long beach lor. Expected... U having dinner now?,0,0,0
60,We are both fine. Thanks,0,0,0
61,Which is weird because I know I had it at one point,0,0,0
62,"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\""""",0,0,0
63,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,0,0,0
64,I will take care of financial problem.i will help:),0,0,0
65,"Hi this is yijue, can i meet u at 11 tmr?",0,0,0
66,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",0,0,0
67,Dunno lei he neva say...,0,0,0
68,"If i let you do this, i want you in the house by 8am.",0,0,0
69,"Sorry, I'll call later",0,0,0
70,No message..no responce..what happend?,0,0,0
71,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",0,0,0
72,Boo. How's things? I'm back at home and a little bored already :-(,0,0,0
73,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,0,0,0
74,Well you told others you'd marry them...,0,0,0
75,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,0,0,0
76,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",0,0,0
77,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,0,0,0
78,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,0,0,0
79,Do u knw dis no. &lt;#&gt; ?,0,0,0
80,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",0,0,0
81,K.k..how is your sister kids?,0,0,0
82,i cant talk to you now.i will call when i can.dont keep calling.,0,0,0
83,Is there coming friday is leave for pongal?do you get any news from your work place.,0,0,0
84,"sry can't talk on phone, with parents",0,0,0
85,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",0,0,0
86,Mm i am on the way to railway,0,0,0
87,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",0,0,0
88,K.:)do it at evening da:)urgent:),0,0,0
89,"Greetings me, ! Consider yourself excused.",0,0,0
90,Who u talking about?,0,0,0
91,Yup...,0,0,0
92,Ok...,0,1,1
93,Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...,0,0,0
94,jay says he'll put in  &lt;#&gt;,0,0,0
95,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,0,0,0
96,Ok enjoy . R u there in home.,0,0,0
97,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",0,0,0
98,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",1,0,0
99,Please sen :)my kind advice :-)please come here and try:-),0,0,0
100,And maybe some pressies,0,0,0
101,From 5 to 2 only my work timing.,0,0,0
102,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,1,0,0
103,In sch but neva mind u eat 1st lor..,0,0,0
104,Erm. I thought the contract ran out the4th of october.,0,0,0
105,"Aight, see you in a bit",0,0,0
106,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,1,0,0
107,"ThatÛ÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",0,0,0
108,"Gosh that , what a pain. Spose I better come then.",0,0,0
109,Okie,0,1,1
110,You call times job today ok umma and ask them to speed up,0,0,0
111,Hello madam how are you ?,0,0,0
112,I went to ur hon lab but no one is there.,0,0,0
113,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,0,0,0
114,How come?,0,0,0
115,I'm coming home 4 dinner.,0,0,0
116,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,0,0,0
117,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",0,0,0
118,"URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",1,1,1
119,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",0,0,0
120,"Text me when you get off, don't call, my phones having problems",0,0,0
121,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,0,0,0
122,Do you know when dad will be back?,0,0,0
123,Super msg da:)nalla timing.,0,0,0
124,Was playng 9 doors game and gt racing on phone lol,0,0,0
125,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,1,0,0
126,Hey tmr meet at bugis 930 ?,0,0,0
127,And whenever you and i see we can still hook up too.,0,0,0
128,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",0,0,0
129,Yup no more already... Thanx 4 printing n handing it up.,0,0,0
130,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,1,0,0
131,"Nah, I'm a perpetual DD",0,0,0
132,Sorry de i went to shop.,0,0,0
133,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0,0,0
134,Nope i'm not drivin... I neva develop da photos lei...,0,0,0
135,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,0,0,0
136,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",0,0,0
137,Nope... C Ì_ then...,0,0,0
138,No i am not having not any movies in my laptop,0,0,0
139,Urgent Please call 09066612661 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ÛÏ,1,0,1
140,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,0,0,0
141,Nothing. Can...,0,0,0
142,"Tick, tick, tick ... Babe",0,0,0
143,R Ì_ going 4 today's meeting?,0,0,0
144,Ok but tell me half an hr b4 u come i need 2 prepare.,0,0,0
145,Sat right? Okay thanks... ,0,0,0
146,I dont thnk its a wrong calling between us,0,0,0
147, and  picking them up from various points,0,0,0
148,Wow v v impressed. Have funs shopping!,0,0,0
149,Send me your id and password,0,0,0
150,Well I might not come then...,0,0,0
151,Long after I quit. I get on only like 5 minutes a day as it is.,0,0,0
152,ÌÏ got wat to buy tell us then Ì_ no need to come in again.,0,0,0
153,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,0,0,0
154,FreeMsg>FAV XMAS TONES!Reply REAL,1,0,0
155,I think it's all still in my car,0,0,0
156,Oh yeah I forgot. U can only take 2 out shopping at once.,0,0,0
157,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",0,0,0
158,Oh god..taken the teeth?is it paining,0,0,0
159,"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",1,1,1
160,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,1,0,0
161,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,0,0,0
162,I want to be there so i can kiss you and feel you next to me,0,0,0
163,I am not at all happy with what you saying or doing,0,0,0
164,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",0,0,0
165,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",0,0,0
166,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",0,0,0
167,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",0,0,0
168,K...k...yesterday i was in cbe .,0,0,0
169,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,0,0,0
170,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,0,0,0
171,ALRITE,0,1,1
172,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,1,0,1
173,How do you guys go to see movies on your side.,0,0,0
174,"Sorry,in meeting I'll call later",0,0,0
175,What time should I tell my friend to be around?,0,0,0
176,Thanks chikku..:-) gud nyt:-*,0,0,0
177,"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",0,0,0
178,Fine am simply sitting.,0,0,0
179,Are you coming to day for class.,0,0,0
180,Anything...,0,0,0
181,Wat's my dear doing? Sleeping ah?,0,0,0
182,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,0,0,0
183,"And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*""",0,0,0
184,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",0,0,0
185,at bruce b downs &amp; fletcher now,0,0,0
186,"URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",1,0,1
187,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,0,0,0
188,Sir send to group mail check it.,0,0,0
189,"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\""""",0,0,0
190,I love u 2 my little pocy bell I am sorry but I love u,0,0,0
191,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,0,0,0
192,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",1,0,1
193,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,0,0,0
194,"Tonight? Yeah, I'd be down for that",0,0,0
195,What should i eat fo lunch senor,0,0,0
196,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! ",0,0,0
197,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1,1,1
