,message,label,bow_results,sc_results
57,The evo. I just had to download flash. Jealous?,0,0,0
58,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,1,0,0
59,Just sent it. So what type of food do you like?,0,0,0
60,Ok. I asked for money how far,0,0,0
61,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",0,0,0
62,"K, I might come by tonight then if my class lets out early",0,0,0
63,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,1,0,1
64,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,0,0,0
65,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",0,0,0
66,Yup... From what i remb... I think should be can book... ,0,0,0
67,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",1,0,0
68,"Merry Christmas to you too babe, i love ya *kisses*",0,0,0
69,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,0,0,0
70,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,1,0,0
71,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,0,0,0
72,Cool. So how come you havent been wined and dined before?,0,0,0
73,Just sleeping..and surfing,0,0,0
74,"Sorry, I'll call later",0,0,0
75,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,0,0,0
76,"Nah can't help you there, I've never had an iphone",0,0,0
77,If you're not in my car in an hour and a half I'm going apeshit,0,0,0
78,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,0,0,0
79,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1,1,1
80,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",0,0,0
81,Oh ok no prob..,0,1,1
82,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",0,0,0
83,It took Mr owl 3 licks,0,0,0
84,Yup having my lunch buffet now.. U eat already?,0,0,0
85,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,0,0,0
86,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",0,0,0
87,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,0,0,0
88,Bring home some Wendy =D,0,0,0
89,Whatsup there. Dont u want to sleep,0,0,0
90,Alright i have a new goal now,0,0,0
91,FREE entry into our å£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,1,0,1
92,7 at esplanade.. Do Ì_ mind giving me a lift cos i got no car today..,0,0,0
93,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,0,0,0
94,At home watching tv lor.,0,0,0
95,Does she usually take fifteen fucking minutes to respond to a yes or no question,0,0,0
96,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,0,0,0
97,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",0,0,0
98,K:)k:)what are detail you want to transfer?acc no enough?,0,0,0
99,Si si. I think ill go make those oreo truffles.,0,0,0
100,Where did u go? My phone is gonna die you have to stay in here,0,0,0
101,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,1,0,0
102,"K, can I pick up another 8th when you're done?",0,0,0
103,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",0,0,0
104,I think i've fixed it can you send a test message?,0,0,0
105,"Sorry,in meeting I'll call later",0,0,0
106,Some of them told accenture is not confirm. Is it true.,0,0,0
107,What's the significance?,0,0,0
108,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",0,0,0
109,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,0,0,0
110,Were gonna go get some tacos,0,0,0
111,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,0,0,0
112,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,1,0,1
113,I'll be late...,0,0,0
114,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,0,0,0
115,"Hurry up, I've been weed-deficient for like three days",0,0,0
116,IÛ÷ll have a look at the frying pan in case itÛ÷s cheap or a book perhaps. No thatÛ÷s silly a frying pan isnÛ÷t likely to be a book,0,0,0
117,Hi msg me:)i'm in office..,0,0,0
118,Thanx 4 e brownie it's v nice...,0,0,0
119,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",0,0,0
120,WOT U WANNA DO THEN MISSY?,0,0,0
121,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",1,1,1
122,my ex-wife was not able to have kids. Do you want kids one day?,0,0,0
123,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,0,0,0
124,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ",0,0,0
125,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,1,0,0
126,I am great! How are you?,0,0,0
127,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,1,0,1
128,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,1,0,0
129,"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...""",0,0,0
130,I come n pick Ì_ up... Come out immediately aft ur lesson...,0,0,0
131,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",0,0,0
132,Please dont say like that. Hi hi hi,0,0,0
133,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",1,0,0
134,Me n him so funny...,0,0,0
135,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",0,0,0
136,Leave it de:-). Start Prepare for next:-)..,0,0,0
137,Carlos'll be here in a minute if you still need to buy,0,0,0
138,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",0,0,0
139,ÌÏ log off 4 wat. It's sdryb8i,0,0,0
140,Is xy going 4 e lunch?,0,0,0
141,Was the farm open?,0,0,0
142,"My sister in law, hope you are having a great month. Just saying hey. Abiola",0,0,0
143,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,0,0,0
144,What is important is that you prevent dehydration by giving her enough fluids,0,0,0
145,True dear..i sat to pray evening and felt so.so i sms'd you in some time...,0,0,0
146,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,0,0,0
147,08714712388 between 10am-7pm Cost 10p,1,0,0
148,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",0,0,0
149,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,0,0,0
150,S'fine. Anytime. All the best with it.,0,0,0
151,That is wondar full flim.,0,0,0
152,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,0,0,0
153,Then why no one talking to me,0,0,0
154,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,0,0,0
155,Dunno he jus say go lido. Same time 930.,0,0,0
156,By monday next week. Give me the full gist,0,0,0
157,Dont gimme that lip caveboy,0,0,0
158,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",0,0,0
159,"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply.",1,0,0
160,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",0,0,0
161,Urgent Ur å£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 å£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,1,0,0
162,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,0,0,0
163,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,1,0,0
164,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,0,0,0
165,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,0,0,0
166,That means get the door,0,0,0
167,Beerage?,0,1,1
168,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,1,0,1
169,"She was supposed to be but couldn't make it, she's still in town though",0,0,0
170,Gud mrng dear hav a nice day,0,0,0
171,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,0,0,0
172,All e best 4 ur driving tmr :-),0,0,0
173,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,0,0,0
174,it's really getting me down just hanging around.,0,0,0
175,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,1,0,0
176,S:)s.nervous  &lt;#&gt; :),0,1,1
177,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,0,0,0
178,I borrow ur bag ok.,0,0,0
179,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",0,0,0
180,Hahaha..use your brain dear,0,0,0
181,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havenåÕt sent u 1 in ages started driving so stay off roads!RVx,0,0,0
182,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",1,0,0
183,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,1,1,1
184,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,0,0,0
185,I am in office:)whats the matter..msg me now.i will call you at break:).,0,0,0
186,U reach orchard already? U wan 2 go buy tickets first?,0,0,0
187,No da if you run that it activate the full version da.,0,0,0
188,Stop the story. I've told him i've returned it and he's saying i should not re order it.,0,0,0
189,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",0,0,0
190,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,1,1,1
191,Are you in castor? You need to see something,0,0,0
192,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,1,1,1
193,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,1,1,1
194,Gibbs unsold.mike hussey,0,0,0
195,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,0,0,0
196,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,0,0,0
197,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)""",0,0,0
198,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",0,0,0
199,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,0,0,0
200,"I wonder if your phone battery went dead ? I had to tell you, I love you babe",0,0,0
201,WHITE FUDGE OREOS ARE IN STORES,0,0,0
202,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",1,0,0
203,I could ask carlos if we could get more if anybody else can chip in,0,0,0
204,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,0,0,0
205,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,0,0,0
206,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),1,0,0
207,Is that what time you want me to come?,0,0,0
208,"Awesome, lemme know whenever you're around",0,0,0
209,Shb b ok lor... Thanx...,0,0,0
210,Filthy stories and GIRLS waiting for your,1,0,0
211,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",0,0,0
212,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,0,0,0
213,I am not sure about night menu. . . I know only about noon menu,0,0,0
214,Are you willing to go for aptitude class.,0,0,0
215,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,0,0,0
216,Another month. I need chocolate weed and alcohol.,0,0,0
217,Carlos says he'll be at mu in  &lt;#&gt;  minutes,0,0,0
218,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,0,0,0
219,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,0,0,0
220,Then Ì_ wait 4 me at bus stop aft ur lect lar. If i dun c Ì_ then i go get my car then come back n pick Ì_.,0,0,0
