,message,label,bow_results,sc_results
122,"Probably not, still going over some stuff here",0,0,0
123,Why i come in between you people,0,0,0
124,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? ",0,0,0
125,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... \ I will be with YOU \"" Wherevr.. Whenevr.. Forevr... Gudnyt dear..""",0,0,0
126,Ha... U jus ate honey ar? So sweet...,0,0,0
127,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,0,0,0
128," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",0,0,0
129,Hey r Ì_ still online? I've finished the formatting...,0,0,0
130,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you",0,0,0
131,Oh...i asked for fun. Haha...take care. Ì_,0,0,0
132,ARE YOU IN TOWN? THIS IS V. IMPORTANT,0,0,0
133,"Sorry pa, i dont knw who ru pa?",0,0,0
134,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.",0,0,0
135,Blank is Blank. But wat is blank? Lol,0,0,0
136,Nothing spl..wat abt u and whr ru?,0,0,0
137,"Aldrine, rakhesh ex RTM here.pls call.urgent.",0,0,0
138,I'm at home. Please call,0,0,1
139,"ItÛ÷s å£6 to get in, is that ok?",0,0,0
140,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",0,0,0
141,Why are u up so early?,0,0,0
142,Ya that one is slow as poo,0,0,0
143,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,1,1,1
144,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,1,0,0
145,K.i will send in  &lt;#&gt;  min:),0,0,0
146,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,0,0,0
147,Short But Cute: \Be a good person,0,0,0
148,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.,0,0,0
149,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,1,1,1
150,No da. I am happy that we sit together na,0,0,0
151,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,1,0,1
152,Mm you ask him to come its enough :-),0,0,0
153,This is my number by vivek..,0,0,0
154,I had askd u a question some hours before. Its answer,0,0,0
155,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",0,0,0
156,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight,0,0,0
157,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890å£1.50 per msg,1,0,0
158,R u still working now?,0,0,0
159,"THATåÕS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONåÕT WORRY.C U L8TR HUN!LOVE Yaxxx",0,0,0
160,"Theoretically yeah, he could be able to come",0,0,0
161,Oh ok wait 4 me there... My lect havent finish,0,0,0
162,Okie but i scared u say i fat... Then u dun wan me already...,0,0,0
163,"Gumby's has a special where a  &lt;#&gt; \ cheese pizza is $2 so I know what we're doin tonight""",0,0,0
164,Cab is available.they pick up and drop at door steps.,0,0,0
165,ok....take care.umma to you too...,0,0,0
166,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,1,0,0
167,"Right on brah, see you later",0,0,0
168,Waiting in e car 4 my mum lor. U leh? Reach home already?,0,0,0
169,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,0,0,0
170,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,1,0,0
171,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,0,0,0
172,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,0,0,0
173,Y Ì_ wan to go there? C doctor?,0,0,0
174,Does daddy have a bb now.,0,0,0
175,I like to think there's always the possibility of being in a pub later.,0,0,0
176,HMM yeah if your not too grooved out! And im looking forward to my pound special :),0,0,0
177,Where is that one day training:-),0,0,0
178,I sent lanre fakeye's Eckankar details to the mail box,0,0,0
179,Your dad is back in ph?,0,0,0
180,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,1,0,0
181,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,0,0,0
182,I am on the way to ur home,0,0,0
